Slide_number,Olig2_density_mm2,Region,SampleID,Layer,Age_group,Age,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,886.4,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,886.4,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,886.4,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
112,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Superficial,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Middle,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,886.4,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,0,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
178,443.2,Calc,A20-21_LH-A1-M,Deep,b_infant,6,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,887.6,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,887.6,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,887.6,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,887.6,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,887.6,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,887.6,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,887.6,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,887.6,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,1331.5,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,443.8,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,887.6,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
82,0,Calc,A22-97_LH-II-M,Deep,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,886.4,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,886.4,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,886.4,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Superficial,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,886.4,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,443.2,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
119,0,Calc,A22-97_LH-II-M,Middle,b_infant,5,,
