Slide_number,Olig2_density_mm2,Region,SampleID,Layer,Age_group,Age,,
387,0,Calc,A15-76,Superficial,a_neonate,0,,
387,0,Calc,A15-76,Superficial,a_neonate,0,,
387,0,Calc,A15-76,Superficial,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,986,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,986,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,493,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Middle,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,1479,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,493,Calc,A15-76,Deep,a_neonate,0,,
387,986,Calc,A15-76,Deep,a_neonate,0,,
387,0,Calc,A15-76,Deep,a_neonate,0,,
68,0,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,0,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,493,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,0,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,0,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,986,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,493,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,0,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,493,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,493,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,0,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,0,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,0,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,493,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,493,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,0,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,493,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,986,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
68,493,Calc,A15-16_A-LH-M,Superficial,a_neonate,1,,
