Slide_number,BCAS1_density_mm2,Region,SampleID,Age_group,Age,Layer,morphology
6mo_118,72.42074954,FG,crop_MAX_A20-21_3mo_Slide118_DAPI-405_PV-488_MBP-594_BCAS1-647_MFS.tif:superficial:4,b_4-6 mo,4,superficial,stellate
6mo_118,5.871952665,FG,crop_MAX_A20-21_3mo_Slide118_DAPI-405_PV-488_MBP-594_BCAS1-647_MFS.tif:superficial:4,b_4-6 mo,4,superficial,ensheathing
1mo_172,10.7857537,CoS,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Cos-002,a_0-1.5 mo,1,deep,stellate
1mo_172,0,CoS,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Cos-002,a_0-1.5 mo,1,deep,ensheathing
1mo_172,0,CoS,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Cos-002,a_0-1.5 mo,1,middle,stellate
1mo_172,0,CoS,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Cos-002,a_0-1.5 mo,1,middle,ensheathing
1mo_172,5.996396385,CoS,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Cos-002.tif:1,a_0-1.5 mo,1,superficial,stellate
1mo_172,0,CoS,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Cos-002.tif:1,a_0-1.5 mo,1,superficial,ensheathing
1mo_172,41.87360985,Calc,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Calc-001,a_0-1.5 mo,1,deep,stellate
1mo_172,0,Calc,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Calc-001,a_0-1.5 mo,1,deep,ensheathing
1mo_172,0,Calc,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Calc-001,a_0-1.5 mo,1,middle,stellate
1mo_172,0,Calc,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Calc-001,a_0-1.5 mo,1,middle,ensheathing
1mo_172,1.775314118,Calc,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Calc-001,a_0-1.5 mo,1,superficial,stellate
1mo_172,1.775314118,Calc,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_Calc-001,a_0-1.5 mo,1,superficial,ensheathing
1mo_172,7.580125139,FG,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_FG-003.tif:4,a_0-1.5 mo,1,deep,stellate
1mo_172,0,FG,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_FG-003.tif:4,a_0-1.5 mo,1,deep,ensheathing
1mo_172,0,FG,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_FG-003.tif:4,a_0-1.5 mo,1,middle,stellate
1mo_172,0,FG,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_FG-003.tif:4,a_0-1.5 mo,1,middle,ensheathing
1mo_172,0,FG,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_FG-003.tif:4,a_0-1.5 mo,1,superficial,stellate
1mo_172,0,FG,crop_MAX_A20-21_36gw6wo_Slide172_DAPI-405_CC1-488_Olig2-594_BCAS1-647_FG-003.tif:4,a_0-1.5 mo,1,superficial,ensheathing
1.5mo_150,7.268189104,FG,MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_FG.tif:1,a_0-1.5 mo,1.5,deep,stellate
1.5mo_150,0,FG,MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_FG.tif:1,a_0-1.5 mo,1.5,deep,ensheathing
1.5mo_150,0,FG,MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_FG.tif:1,a_0-1.5 mo,1.5,middle,stellate
1.5mo_150,0,FG,MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_FG.tif:1,a_0-1.5 mo,1.5,middle,ensheathing
1.5mo_150,1.027048049,FG,MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_FG.tif:1,a_0-1.5 mo,1.5,superficial,stellate
1.5mo_150,0,FG,MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_FG.tif:1,a_0-1.5 mo,1.5,superficial,ensheathing
1.5mo_150,28.30304855,Calc,crop_MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_Calc.tif:3,a_0-1.5 mo,1.5,deep,stellate
1.5mo_150,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_Calc.tif:3,a_0-1.5 mo,1.5,deep,ensheathing
1.5mo_150,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_Calc.tif:3,a_0-1.5 mo,1.5,middle,stellate
1.5mo_150,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_Calc.tif:3,a_0-1.5 mo,1.5,middle,ensheathing
1.5mo_150,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_Calc.tif:3,a_0-1.5 mo,1.5,superficial,stellate
1.5mo_150,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide150_DAPI_MBP-594_BCAS1-647_Calc.tif:3,a_0-1.5 mo,1.5,superficial,ensheathing
1.5mo_191,29.86097923,Calc,crop_MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_Calc.tif:1,a_0-1.5 mo,1.5,deep,stellate
1.5mo_191,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_Calc.tif:1,a_0-1.5 mo,1.5,deep,ensheathing
1.5mo_191,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_Calc.tif:1,a_0-1.5 mo,1.5,middle,stellate
1.5mo_191,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_Calc.tif:1,a_0-1.5 mo,1.5,middle,ensheathing
1.5mo_191,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_Calc.tif:1,a_0-1.5 mo,1.5,superficial,stellate
1.5mo_191,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_Calc.tif:1,a_0-1.5 mo,1.5,superficial,ensheathing
1.5mo_191,6.754487203,FG,MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_MFS.tif:3,a_0-1.5 mo,1.5,deep,stellate
1.5mo_191,0,FG,MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_MFS.tif:3,a_0-1.5 mo,1.5,deep,ensheathing
1.5mo_191,0,FG,MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_MFS.tif:3,a_0-1.5 mo,1.5,middle,stellate
1.5mo_191,0,FG,MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_MFS.tif:3,a_0-1.5 mo,1.5,middle,ensheathing
1.5mo_191,1.14417154,FG,MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_MFS.tif:3,a_0-1.5 mo,1.5,superficial,stellate
1.5mo_191,0,FG,MAX_09277024_1.5mo_LH_Slide191_DAPI_MBP-594_BCAS1-647_MFS.tif:3,a_0-1.5 mo,1.5,superficial,ensheathing
6mo_150,15.8669693,Calc,crop_MAX_A20-21_3mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Calc.tif:deep:4,b_4-6 mo,6,deep,stellate
6mo_150,31.7339386,Calc,crop_MAX_A20-21_3mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Calc.tif:deep:4,b_4-6 mo,6,deep,ensheathing
6mo_150,64.41730917,Calc,crop_MAX_A20-21_3mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Calc.tif:middle:4,b_4-6 mo,6,middle,stellate
6mo_150,8.70504178,Calc,crop_MAX_A20-21_3mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Calc.tif:middle:4,b_4-6 mo,6,middle,ensheathing
6mo_150,3.49799689,Calc,crop_MAX_A20-21_3mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Calc.tif:superficial:4,b_4-6 mo,6,superficial,stellate
6mo_150,40.22696424,Calc,crop_MAX_A20-21_3mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Calc.tif:superficial:4,b_4-6 mo,6,superficial,ensheathing
6mo_150,75.90448997,CoS,crop_MAX_A20-21_27gw6mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Cos.tif:deep:4,b_4-6 mo,6,deep,stellate
6mo_150,37.95224498,CoS,crop_MAX_A20-21_27gw6mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Cos.tif:deep:4,b_4-6 mo,6,deep,ensheathing
6mo_150,86.98424432,CoS,crop_MAX_A20-21_27gw6mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Cos.tif:middle:4,b_4-6 mo,6,middle,stellate
6mo_150,0,CoS,crop_MAX_A20-21_27gw6mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Cos.tif:middle:4,b_4-6 mo,6,middle,ensheathing
6mo_150,38.18423344,CoS,crop_MAX_A20-21_27gw6mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Cos.tif:superficial:4,b_4-6 mo,6,superficial,stellate
6mo_150,5.454890491,CoS,crop_MAX_A20-21_27gw6mo_Slide150_DAPI-405_PV-488_MBP-594_BCAS1-647_Cos.tif:superficial:4,b_4-6 mo,6,superficial,ensheathing
24mo_29,24.291895,FG,crop_MAX_A14-33_2yo_BlockA1_Slide29_DAPI_PV-488_MBP-594_BCAS1-647_MFS.tif:deep:1,c_2yrs,24,deep,stellate
24mo_29,9.505524129,FG,crop_MAX_A14-33_2yo_BlockA1_Slide29_DAPI_PV-488_MBP-594_BCAS1-647_MFS.tif:deep:1,c_2yrs,24,deep,ensheathing
24mo_29,4.845715754,FG,crop_MAX_A14-33_2yo_BlockA1_Slide29_DAPI_PV-488_MBP-594_BCAS1-647_MFS.tif:middle:1,c_2yrs,24,middle,stellate
24mo_29,0,FG,crop_MAX_A14-33_2yo_BlockA1_Slide29_DAPI_PV-488_MBP-594_BCAS1-647_MFS.tif:middle:1,c_2yrs,24,middle,ensheathing
24mo_29,5.666193605,FG,crop_MAX_A14-33_2yo_BlockA1_Slide29_DAPI_PV-488_MBP-594_BCAS1-647_MFS.tif:superficial:1,c_2yrs,24,superficial,stellate
24mo_29,0,FG,crop_MAX_A14-33_2yo_BlockA1_Slide29_DAPI_PV-488_MBP-594_BCAS1-647_MFS.tif:superficial:1,c_2yrs,24,superficial,ensheathing
24mo_113,19.25717101,FG,crop_MAX_A14-33_2yo_BlockA1_Slide113_DAPI-MAP2-488_MBP-594_BCAS1-647_MFS.tif:deep:1,c_2yrs,24,deep,stellate
24mo_113,14.00521528,FG,crop_MAX_A14-33_2yo_BlockA1_Slide113_DAPI-MAP2-488_MBP-594_BCAS1-647_MFS.tif:deep:1,c_2yrs,24,deep,ensheathing
24mo_113,6.189298072,FG,crop_MAX_A14-33_2yo_BlockA1_Slide113_DAPI-MAP2-488_MBP-594_BCAS1-647_MFS.tif:middle:1,c_2yrs,24,middle,stellate
24mo_113,0,FG,crop_MAX_A14-33_2yo_BlockA1_Slide113_DAPI-MAP2-488_MBP-594_BCAS1-647_MFS.tif:middle:1,c_2yrs,24,middle,ensheathing
24mo_113,37.0812315,FG,crop_MAX_A14-33_2yo_BlockA1_Slide113_DAPI-MAP2-488_MBP-594_BCAS1-647_MFS.tif:superficial:1,c_2yrs,24,superficial,stellate
24mo_113,1.951643763,FG,crop_MAX_A14-33_2yo_BlockA1_Slide113_DAPI-MAP2-488_MBP-594_BCAS1-647_MFS.tif:superficial:1,c_2yrs,24,superficial,ensheathing
24mo_75,24.47741964,Calc,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Calc.tif:deep:1,c_2yrs,24,deep,stellate
24mo_75,24.47741964,Calc,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Calc.tif:deep:1,c_2yrs,24,deep,ensheathing
24mo_75,11.64990396,Calc,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Calc.tif:middle:1,c_2yrs,24,middle,stellate
24mo_75,5.82495198,Calc,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Calc.tif:middle:1,c_2yrs,24,middle,ensheathing
24mo_75,22.66615049,Calc,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Calc.tif:superficial:1,c_2yrs,24,superficial,stellate
24mo_75,0,Calc,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Calc.tif:superficial:1,c_2yrs,24,superficial,ensheathing
24mo_75,15.34392377,CoS,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Cos.tif:deep:1,c_2yrs,24,deep,stellate
24mo_75,7.671961885,CoS,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Cos.tif:deep:1,c_2yrs,24,deep,ensheathing
24mo_75,59.47210985,CoS,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Cos.tif:middle:1,c_2yrs,24,middle,stellate
24mo_75,0,CoS,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Cos.tif:middle:1,c_2yrs,24,middle,ensheathing
24mo_75,11.1457083,CoS,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Cos.tif:superficial:1,c_2yrs,24,superficial,stellate
24mo_75,1.85761805,CoS,crop_MAX_A14-33_2yo_BlockA2_slide75_DAPI_PV-488_MBP-594_BCAS1-647_Cos.tif:superficial:1,c_2yrs,24,superficial,ensheathing
24mo_241,9.053397982,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Calc.tif:deep:1,c_2yrs,24,deep,stellate
24mo_241,18.10679597,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Calc.tif:deep:1,c_2yrs,24,deep,ensheathing
24mo_241,13.81363174,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Calc.tif:middle:1,c_2yrs,24,middle,stellate
24mo_241,6.906815872,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Calc.tif:middle:1,c_2yrs,24,middle,ensheathing
24mo_241,8.032655981,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Calc.tif:superficial:1,c_2yrs,24,superficial,stellate
24mo_241,0,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Calc.tif:superficial:1,c_2yrs,24,superficial,ensheathing
24mo_241,8.046490207,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Cos.tif:deep:1,c_2yrs,24,deep,stellate
24mo_241,4.023245103,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Cos.tif:deep:1,c_2yrs,24,deep,ensheathing
24mo_241,9.323303361,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Cos.tif:middle:1,c_2yrs,24,middle,stellate
24mo_241,0,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Cos.tif:middle:1,c_2yrs,24,middle,ensheathing
24mo_241,0.763008056,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Cos.tif:superficial:1,c_2yrs,24,superficial,stellate
24mo_241,0,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide241_DAPI-Olig2-488_MBP-594_BCAS1-647_Cos.tif:superficial:1,c_2yrs,24,superficial,ensheathing
24mo_273,8.548701848,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Calc.tif:deep:1,c_2yrs,24,deep,stellate
24mo_273,25.64610554,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Calc.tif:deep:1,c_2yrs,24,deep,ensheathing
24mo_273,7.617839773,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Calc.tif:middle:1,c_2yrs,24,middle,stellate
24mo_273,7.617839773,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Calc.tif:middle:1,c_2yrs,24,middle,ensheathing
24mo_273,9.100553886,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Calc.tif:superficial:1,c_2yrs,24,superficial,stellate
24mo_273,0,Calc,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Calc.tif:superficial:1,c_2yrs,24,superficial,ensheathing
24mo_273,0,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Cos.tif:deep:1,c_2yrs,24,deep,stellate
24mo_273,27.31446135,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Cos.tif:deep:1,c_2yrs,24,deep,ensheathing
24mo_273,16.65007431,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Cos.tif:middle:1,c_2yrs,24,middle,stellate
24mo_273,0,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Cos.tif:middle:1,c_2yrs,24,middle,ensheathing
24mo_273,6.259212178,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Cos.tif:superficial:1,c_2yrs,24,superficial,stellate
24mo_273,0,CoS,crop_MAX_A14-33_2yo_BlockA2_Slide273_DAPI-MAP2-488_MBP-594_BCAS1-647_Cos.tif:superficial:1,c_2yrs,24,superficial,ensheathing
1.5mo_257,5.086465695,CoS,crop_MAX_09277024_1.5mo_LH_Slide257_DAPI_MBP-594_BCAS1-647_CoS.tif:3,a_0-1.5 mo,1.5,deep,stellate
1.5mo_257,0,CoS,crop_MAX_09277024_1.5mo_LH_Slide257_DAPI_MBP-594_BCAS1-647_CoS.tif:3,a_0-1.5 mo,1.5,deep,ensheathing
1.5mo_257,0,CoS,crop_MAX_09277024_1.5mo_LH_Slide257_DAPI_MBP-594_BCAS1-647_CoS.tif:3,a_0-1.5 mo,1.5,middle,stellate
1.5mo_257,0,CoS,crop_MAX_09277024_1.5mo_LH_Slide257_DAPI_MBP-594_BCAS1-647_CoS.tif:3,a_0-1.5 mo,1.5,middle,ensheathing
1.5mo_257,0,CoS,crop_MAX_09277024_1.5mo_LH_Slide257_DAPI_MBP-594_BCAS1-647_CoS.tif:3,a_0-1.5 mo,1.5,superficial,stellate
1.5mo_257,0,CoS,crop_MAX_09277024_1.5mo_LH_Slide257_DAPI_MBP-594_BCAS1-647_CoS.tif:3,a_0-1.5 mo,1.5,superficial,ensheathing
1.5mo_300,14.68941789,Calc,crop_MAX_09277024_1.5mo_LH_Slide300_DAPI_MBP-594_BCAS1-647_Calc-1.tif:1,a_0-1.5 mo,1.5,deep,stellate
1.5mo_300,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide300_DAPI_MBP-594_BCAS1-647_Calc-1.tif:1,a_0-1.5 mo,1.5,deep,ensheathing
1.5mo_300,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide300_DAPI_MBP-594_BCAS1-647_Calc-1.tif:1,a_0-1.5 mo,1.5,middle,stellate
1.5mo_300,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide300_DAPI_MBP-594_BCAS1-647_Calc-1.tif:1,a_0-1.5 mo,1.5,middle,ensheathing
1.5mo_300,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide300_DAPI_MBP-594_BCAS1-647_Calc-1.tif:1,a_0-1.5 mo,1.5,superficial,stellate
1.5mo_300,0,Calc,crop_MAX_09277024_1.5mo_LH_Slide300_DAPI_MBP-594_BCAS1-647_Calc-1.tif:1,a_0-1.5 mo,1.5,superficial,ensheathing
4mo_199,28.16547317,CoS,crop_MAX_A19-122_4months_Slide199_DAPI_MAP2-488_MBP-594_BCAS1-647_Cos.tif:deep:1,b_4-6 mo,4,deep,stellate
4mo_199,28.16547317,CoS,crop_MAX_A19-122_4months_Slide199_DAPI_MAP2-488_MBP-594_BCAS1-647_Cos.tif:deep:1,b_4-6 mo,4,deep,ensheathing
4mo_199,46.7800037,CoS,crop_MAX_A19-122_4months_Slide199_DAPI_MAP2-488_MBP-594_BCAS1-647_Cos.tif:middle:1,b_4-6 mo,4,middle,stellate
4mo_199,0,CoS,crop_MAX_A19-122_4months_Slide199_DAPI_MAP2-488_MBP-594_BCAS1-647_Cos.tif:middle:1,b_4-6 mo,4,middle,ensheathing
4mo_199,12.30868094,CoS,crop_MAX_A19-122_4months_Slide199_DAPI_MAP2-488_MBP-594_BCAS1-647_Cos.tif:superficial:1,b_4-6 mo,4,superficial,stellate
4mo_199,0,CoS,crop_MAX_A19-122_4months_Slide199_DAPI_MAP2-488_MBP-594_BCAS1-647_Cos.tif:superficial:1,b_4-6 mo,4,superficial,ensheathing
